Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
Sun Feb 26 2023,7:00p,Sacramento Kings,124,Oklahoma City Thunder,115,Box Score,,15147.0,Paycom Center,
Sun Feb 26 2023,7:30p,Minnesota Timberwolves,104,Golden State Warriors,109,Box Score,,18064.0,Chase Center,
Sun Feb 26 2023,9:00p,Houston Rockets,114,Portland Trail Blazers,131,Box Score,,19215.0,Moda Center,
Sun Feb 26 2023,10:00p,Los Angeles Clippers,124,Denver Nuggets,134,Box Score,OT,19689.0,Ball Arena,
Mon Feb 27 2023,7:00p,Detroit Pistons,106,Charlotte Hornets,117,Box Score,,14184.0,Spectrum Center,
Mon Feb 27 2023,7:00p,Miami Heat,101,Philadelphia 76ers,99,Box Score,,20859.0,Wells Fargo Center,
Mon Feb 27 2023,7:30p,Boston Celtics,94,New York Knicks,109,Box Score,,19812.0,Madison Square Garden (IV),
Mon Feb 27 2023,8:00p,Orlando Magic,101,New Orleans Pelicans,93,Box Score,,16038.0,Smoothie King Center,
Tue Feb 28 2023,7:30p,Washington Wizards,119,Atlanta Hawks,116,Box Score,,17395.0,State Farm Arena,
Tue Feb 28 2023,7:30p,Milwaukee Bucks,118,Brooklyn Nets,104,Box Score,,17732.0,Barclays Center,
Tue Feb 28 2023,7:30p,Los Angeles Lakers,109,Memphis Grizzlies,121,Box Score,,17794.0,FedEx Forum,
Tue Feb 28 2023,7:30p,Chicago Bulls,98,Toronto Raptors,104,Box Score,,19800.0,Scotiabank Arena,
Tue Feb 28 2023,8:00p,Denver Nuggets,133,Houston Rockets,112,Box Score,,15368.0,Toyota Center,
Tue Feb 28 2023,8:00p,Sacramento Kings,123,Oklahoma City Thunder,117,Box Score,,13353.0,Paycom Center,
Tue Feb 28 2023,8:30p,Indiana Pacers,124,Dallas Mavericks,122,Box Score,,20277.0,American Airlines Center,
Tue Feb 28 2023,9:00p,San Antonio Spurs,102,Utah Jazz,94,Box Score,,18206.0,Vivint Arena,
Tue Feb 28 2023,10:00p,Portland Trail Blazers,105,Golden State Warriors,123,Box Score,,18064.0,Chase Center,
Tue Feb 28 2023,10:00p,Minnesota Timberwolves,108,Los Angeles Clippers,101,Box Score,,17022.0,Crypto.com Arena,
Wed Mar 1 2023,7:00p,Phoenix Suns,105,Charlotte Hornets,91,Box Score,,19137.0,Spectrum Center,
Wed Mar 1 2023,7:00p,Chicago Bulls,117,Detroit Pistons,115,Box Score,,18098.0,Little Caesars Arena,
Wed Mar 1 2023,7:30p,Cleveland Cavaliers,113,Boston Celtics,117,Box Score,,19156.0,TD Garden,
Wed Mar 1 2023,7:30p,Philadelphia 76ers,119,Miami Heat,96,Box Score,,19600.0,Kaseya Center,
Wed Mar 1 2023,7:30p,Brooklyn Nets,118,New York Knicks,142,Box Score,,19812.0,Madison Square Garden (IV),
Wed Mar 1 2023,8:00p,Memphis Grizzlies,113,Houston Rockets,99,Box Score,,15919.0,Toyota Center,
Wed Mar 1 2023,8:00p,Orlando Magic,117,Milwaukee Bucks,139,Box Score,,17354.0,Fiserv Forum,
Wed Mar 1 2023,8:00p,Los Angeles Lakers,123,Oklahoma City Thunder,117,Box Score,,17114.0,Paycom Center,
Wed Mar 1 2023,10:00p,New Orleans Pelicans,121,Portland Trail Blazers,110,Box Score,,18566.0,Moda Center,
Thu Mar 2 2023,7:00p,Toronto Raptors,108,Washington Wizards,119,Box Score,,14643.0,Capital One Arena,
Thu Mar 2 2023,7:30p,Philadelphia 76ers,126,Dallas Mavericks,133,Box Score,,20002.0,American Airlines Center,
Thu Mar 2 2023,8:30p,Indiana Pacers,99,San Antonio Spurs,110,Box Score,,14617.0,AT&T Center,
Thu Mar 2 2023,10:00p,Los Angeles Clippers,91,Golden State Warriors,115,Box Score,,18064.0,Chase Center,
Fri Mar 3 2023,7:00p,Orlando Magic,117,Charlotte Hornets,106,Box Score,,16683.0,Spectrum Center,
Fri Mar 3 2023,7:30p,Portland Trail Blazers,111,Atlanta Hawks,129,Box Score,,17521.0,State Farm Arena,
Fri Mar 3 2023,7:30p,Brooklyn Nets,115,Boston Celtics,105,Box Score,,19156.0,TD Garden,
Fri Mar 3 2023,8:00p,Phoenix Suns,125,Chicago Bulls,104,Box Score,,21169.0,United Center,
Fri Mar 3 2023,8:00p,New York Knicks,122,Miami Heat,120,Box Score,,19600.0,Kaseya Center,
Fri Mar 3 2023,8:00p,Utah Jazz,103,Oklahoma City Thunder,130,Box Score,,16538.0,Paycom Center,
Fri Mar 3 2023,10:00p,Memphis Grizzlies,97,Denver Nuggets,113,Box Score,,19641.0,Ball Arena,
Fri Mar 3 2023,10:00p,New Orleans Pelicans,99,Golden State Warriors,108,Box Score,,18064.0,Chase Center,
Fri Mar 3 2023,10:00p,Los Angeles Clippers,127,Sacramento Kings,128,Box Score,,18111.0,Golden 1 Center,
Fri Mar 3 2023,10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,102,Box Score,,18997.0,Crypto.com Arena,
Sat Mar 4 2023,5:00p,Toronto Raptors,116,Washington Wizards,109,Box Score,OT,18174.0,Capital One Arena,
Sat Mar 4 2023,7:30p,Detroit Pistons,90,Cleveland Cavaliers,114,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Sat Mar 4 2023,8:00p,Atlanta Hawks,109,Miami Heat,117,Box Score,,19600.0,Kaseya Center,
Sat Mar 4 2023,8:00p,Houston Rockets,122,San Antonio Spurs,110,Box Score,,18354.0,AT&T Center,
Sat Mar 4 2023,8:30p,Philadelphia 76ers,133,Milwaukee Bucks,130,Box Score,,18100.0,Fiserv Forum,
Sat Mar 4 2023,10:00p,Minnesota Timberwolves,138,Sacramento Kings,134,Box Score,,18111.0,Golden 1 Center,
Sun Mar 5 2023,1:00p,Phoenix Suns,130,Dallas Mavericks,126,Box Score,,20311.0,American Airlines Center,
Sun Mar 5 2023,3:30p,Indiana Pacers,125,Chicago Bulls,122,Box Score,,21225.0,United Center,
Sun Mar 5 2023,3:30p,Golden State Warriors,105,Los Angeles Lakers,113,Box Score,,18997.0,Crypto.com Arena,
Sun Mar 5 2023,6:00p,Charlotte Hornets,86,Brooklyn Nets,102,Box Score,,17921.0,Barclays Center,
Sun Mar 5 2023,6:00p,Portland Trail Blazers,122,Orlando Magic,119,Box Score,,18846.0,Amway Center,
Sun Mar 5 2023,7:00p,San Antonio Spurs,110,Houston Rockets,142,Box Score,,16721.0,Toyota Center,
Sun Mar 5 2023,7:00p,Utah Jazz,119,Oklahoma City Thunder,129,Box Score,,14778.0,Paycom Center,
Sun Mar 5 2023,7:30p,New York Knicks,131,Boston Celtics,129,Box Score,2OT,19156.0,TD Garden,
Sun Mar 5 2023,7:30p,Milwaukee Bucks,117,Washington Wizards,111,Box Score,,18746.0,Capital One Arena,
Sun Mar 5 2023,10:00p,Memphis Grizzlies,129,Los Angeles Clippers,135,Box Score,,19068.0,Crypto.com Arena,
Mon Mar 6 2023,7:00p,Boston Celtics,114,Cleveland Cavaliers,118,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,
Mon Mar 6 2023,7:00p,Portland Trail Blazers,110,Detroit Pistons,104,Box Score,,16989.0,Little Caesars Arena,
Mon Mar 6 2023,7:00p,Philadelphia 76ers,147,Indiana Pacers,143,Box Score,,15008.0,Gainbridge Fieldhouse,
Mon Mar 6 2023,7:30p,Atlanta Hawks,128,Miami Heat,130,Box Score,,19600.0,Kaseya Center,
Mon Mar 6 2023,9:00p,Toronto Raptors,113,Denver Nuggets,118,Box Score,,19520.0,Ball Arena,
Mon Mar 6 2023,10:00p,New Orleans Pelicans,108,Sacramento Kings,123,Box Score,,17708.0,Golden 1 Center,
Tue Mar 7 2023,7:00p,Washington Wizards,119,Detroit Pistons,117,Box Score,,17855.0,Little Caesars Arena,
Tue Mar 7 2023,7:00p,Milwaukee Bucks,134,Orlando Magic,123,Box Score,,16110.0,Amway Center,
Tue Mar 7 2023,7:30p,Philadelphia 76ers,117,Minnesota Timberwolves,94,Box Score,,17136.0,Target Center,
Tue Mar 7 2023,7:30p,Charlotte Hornets,112,New York Knicks,105,Box Score,,19812.0,Madison Square Garden (IV),
Tue Mar 7 2023,8:00p,Brooklyn Nets,118,Houston Rockets,96,Box Score,,14833.0,Toyota Center,
Tue Mar 7 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,137,Box Score,,16142.0,Paycom Center,
Tue Mar 7 2023,8:30p,Utah Jazz,116,Dallas Mavericks,120,Box Score,,20277.0,American Airlines Center,
Tue Mar 7 2023,10:00p,Memphis Grizzlies,103,Los Angeles Lakers,112,Box Score,,18997.0,Crypto.com Arena,
Wed Mar 8 2023,7:00p,Atlanta Hawks,122,Washington Wizards,120,Box Score,,15087.0,Capital One Arena,
Wed Mar 8 2023,7:30p,Portland Trail Blazers,93,Boston Celtics,115,Box Score,,19156.0,TD Garden,
Wed Mar 8 2023,7:30p,Cleveland Cavaliers,104,Miami Heat,100,Box Score,,19600.0,Kaseya Center,
Wed Mar 8 2023,7:30p,Dallas Mavericks,106,New Orleans Pelicans,113,Box Score,,17473.0,Smoothie King Center,
Wed Mar 8 2023,9:00p,Chicago Bulls,117,Denver Nuggets,96,Box Score,,19896.0,Ball Arena,
Wed Mar 8 2023,9:00p,Oklahoma City Thunder,101,Phoenix Suns,132,Box Score,,17071.0,Footprint Center,
Wed Mar 8 2023,10:00p,Toronto Raptors,100,Los Angeles Clippers,108,Box Score,,17397.0,Crypto.com Arena,
Thu Mar 9 2023,7:00p,Charlotte Hornets,113,Detroit Pistons,103,Box Score,,17121.0,Little Caesars Arena,
Thu Mar 9 2023,7:00p,Houston Rockets,125,Indiana Pacers,134,Box Score,OT,16027.0,Gainbridge Fieldhouse,
Thu Mar 9 2023,7:00p,Utah Jazz,131,Orlando Magic,124,Box Score,,16552.0,Amway Center,
Thu Mar 9 2023,7:30p,Golden State Warriors,110,Memphis Grizzlies,131,Box Score,,17794.0,FedEx Forum,
Thu Mar 9 2023,8:00p,Brooklyn Nets,113,Milwaukee Bucks,118,Box Score,,17341.0,Fiserv Forum,
Thu Mar 9 2023,10:00p,New York Knicks,117,Sacramento Kings,122,Box Score,,18068.0,Golden 1 Center,
Fri Mar 10 2023,7:00p,Portland Trail Blazers,119,Philadelphia 76ers,120,Box Score,,21001.0,Wells Fargo Center,
Fri Mar 10 2023,7:00p,Atlanta Hawks,114,Washington Wizards,107,Box Score,,18161.0,Capital One Arena,
Fri Mar 10 2023,8:00p,Cleveland Cavaliers,115,Miami Heat,119,Box Score,,19757.0,Kaseya Center,
Fri Mar 10 2023,8:00p,Brooklyn Nets,124,Minnesota Timberwolves,123,Box Score,OT,17136.0,Target Center,
Fri Mar 10 2023,8:00p,Denver Nuggets,120,San Antonio Spurs,128,Box Score,,18354.0,AT&T Center,
Fri Mar 10 2023,10:30p,Toronto Raptors,112,Los Angeles Lakers,122,Box Score,,18322.0,Crypto.com Arena,
Sat Mar 11 2023,4:00p,New York Knicks,95,Los Angeles Clippers,106,Box Score,,19068.0,Crypto.com Arena,
Sat Mar 11 2023,7:00p,Utah Jazz,119,Charlotte Hornets,111,Box Score,,17221.0,Spectrum Center,
Sat Mar 11 2023,7:00p,Indiana Pacers,121,Detroit Pistons,115,Box Score,,20190.0,Little Caesars Arena,
Sat Mar 11 2023,7:00p,Miami Heat,114,Orlando Magic,126,Box Score,OT,17347.0,Amway Center,
Sat Mar 11 2023,7:30p,Boston Celtics,134,Atlanta Hawks,125,Box Score,,17884.0,State Farm Arena,
Sat Mar 11 2023,8:00p,Chicago Bulls,119,Houston Rockets,111,Box Score,,18055.0,Toyota Center,
Sat Mar 11 2023,8:00p,Dallas Mavericks,108,Memphis Grizzlies,112,Box Score,,17794.0,FedEx Forum,
Sat Mar 11 2023,8:30p,Milwaukee Bucks,116,Golden State Warriors,125,Box Score,OT,18064.0,Chase Center,
Sat Mar 11 2023,8:30p,Oklahoma City Thunder,110,New Orleans Pelicans,96,Box Score,,17606.0,Smoothie King Center,
Sat Mar 11 2023,9:00p,Sacramento Kings,128,Phoenix Suns,119,Box Score,,17071.0,Footprint Center,
Sun Mar 12 2023,3:30p,Brooklyn Nets,122,Denver Nuggets,120,Box Score,,19739.0,Ball Arena,
Sun Mar 12 2023,5:00p,Cleveland Cavaliers,114,Charlotte Hornets,108,Box Score,,17342.0,Spectrum Center,
Sun Mar 12 2023,6:00p,Washington Wizards,93,Philadelphia 76ers,112,Box Score,,21220.0,Wells Fargo Center,
Sun Mar 12 2023,7:00p,Portland Trail Blazers,110,New Orleans Pelicans,127,Box Score,,16676.0,Smoothie King Center,
Sun Mar 12 2023,7:00p,Oklahoma City Thunder,102,San Antonio Spurs,90,Box Score,,17314.0,AT&T Center,
Sun Mar 12 2023,9:00p,New York Knicks,112,Los Angeles Lakers,108,Box Score,,18997.0,Crypto.com Arena,
Mon Mar 13 2023,7:00p,Indiana Pacers,97,Detroit Pistons,117,Box Score,,18313.0,Little Caesars Arena,
Mon Mar 13 2023,7:30p,Minnesota Timberwolves,136,Atlanta Hawks,115,Box Score,,17799.0,State Farm Arena,
Mon Mar 13 2023,7:30p,Memphis Grizzlies,104,Dallas Mavericks,88,Box Score,,20303.0,American Airlines Center,
Mon Mar 13 2023,7:30p,Utah Jazz,115,Miami Heat,119,Box Score,,19721.0,Kaseya Center,
Mon Mar 13 2023,8:00p,Boston Celtics,109,Houston Rockets,111,Box Score,,18055.0,Toyota Center,
Mon Mar 13 2023,10:00p,Phoenix Suns,112,Golden State Warriors,123,Box Score,,18064.0,Chase Center,
Mon Mar 13 2023,10:00p,Milwaukee Bucks,133,Sacramento Kings,124,Box Score,,18111.0,Golden 1 Center,
Tue Mar 14 2023,7:00p,Cleveland Cavaliers,120,Charlotte Hornets,104,Box Score,,14690.0,Spectrum Center,
Tue Mar 14 2023,7:00p,Detroit Pistons,97,Washington Wizards,117,Box Score,,15279.0,Capital One Arena,
Tue Mar 14 2023,7:30p,Denver Nuggets,110,Toronto Raptors,125,Box Score,,19800.0,Scotiabank Arena,
Tue Mar 14 2023,8:00p,Los Angeles Lakers,123,New Orleans Pelicans,108,Box Score,,18625.0,Smoothie King Center,
Tue Mar 14 2023,8:00p,Brooklyn Nets,107,Oklahoma City Thunder,121,Box Score,,16976.0,Paycom Center,
Tue Mar 14 2023,8:00p,Orlando Magic,114,San Antonio Spurs,132,Box Score,,13708.0,AT&T Center,
Tue Mar 14 2023,10:00p,Milwaukee Bucks,116,Phoenix Suns,104,Box Score,,17071.0,Footprint Center,
Tue Mar 14 2023,10:00p,New York Knicks,123,Portland Trail Blazers,107,Box Score,,19488.0,Moda Center,
Wed Mar 15 2023,7:30p,Philadelphia 76ers,118,Cleveland Cavaliers,109,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Wed Mar 15 2023,7:30p,Memphis Grizzlies,119,Miami Heat,138,Box Score,,19794.0,Kaseya Center,
Wed Mar 15 2023,8:00p,Sacramento Kings,117,Chicago Bulls,114,Box Score,,21886.0,United Center,
Wed Mar 15 2023,8:00p,Los Angeles Lakers,110,Houston Rockets,114,Box Score,,18055.0,Toyota Center,
Wed Mar 15 2023,8:00p,Boston Celtics,104,Minnesota Timberwolves,102,Box Score,,17136.0,Target Center,
Wed Mar 15 2023,8:30p,Dallas Mavericks,137,San Antonio Spurs,128,Box Score,OT,18354.0,AT&T Center,
Wed Mar 15 2023,10:00p,Golden State Warriors,126,Los Angeles Clippers,134,Box Score,,19068.0,Crypto.com Arena,
Thu Mar 16 2023,7:00p,Denver Nuggets,119,Detroit Pistons,100,Box Score,,17987.0,Little Caesars Arena,
Thu Mar 16 2023,7:30p,Sacramento Kings,101,Brooklyn Nets,96,Box Score,,18172.0,Barclays Center,
Thu Mar 16 2023,7:30p,Oklahoma City Thunder,111,Toronto Raptors,128,Box Score,,19800.0,Scotiabank Arena,
Thu Mar 16 2023,8:00p,Indiana Pacers,139,Milwaukee Bucks,123,Box Score,,17797.0,Fiserv Forum,
Thu Mar 16 2023,10:00p,Orlando Magic,113,Phoenix Suns,116,Box Score,,17071.0,Footprint Center,
Fri Mar 17 2023,7:00p,Philadelphia 76ers,121,Charlotte Hornets,82,Box Score,,19096.0,Spectrum Center,
Fri Mar 17 2023,7:30p,Golden State Warriors,119,Atlanta Hawks,127,Box Score,,18201.0,State Farm Arena,
Fri Mar 17 2023,7:30p,Washington Wizards,94,Cleveland Cavaliers,117,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Fri Mar 17 2023,8:00p,Minnesota Timberwolves,131,Chicago Bulls,139,Box Score,2OT,20109.0,United Center,
Fri Mar 17 2023,8:00p,New Orleans Pelicans,112,Houston Rockets,114,Box Score,,15841.0,Toyota Center,
Fri Mar 17 2023,8:00p,Memphis Grizzlies,126,San Antonio Spurs,120,Box Score,OT,15221.0,AT&T Center,
Fri Mar 17 2023,10:00p,Boston Celtics,126,Portland Trail Blazers,112,Box Score,,19393.0,Moda Center,
Fri Mar 17 2023,10:30p,Dallas Mavericks,111,Los Angeles Lakers,110,Box Score,,18997.0,Crypto.com Arena,
Sat Mar 18 2023,1:00p,Denver Nuggets,110,New York Knicks,116,Box Score,,19812.0,Madison Square Garden (IV),
Sat Mar 18 2023,3:00p,Orlando Magic,113,Los Angeles Clippers,108,Box Score,,17533.0,Crypto.com Arena,
Sat Mar 18 2023,7:00p,Philadelphia 76ers,141,Indiana Pacers,121,Box Score,,17274.0,Gainbridge Fieldhouse,
Sat Mar 18 2023,7:00p,Minnesota Timberwolves,107,Toronto Raptors,122,Box Score,,19800.0,Scotiabank Arena,
Sat Mar 18 2023,8:00p,Miami Heat,99,Chicago Bulls,113,Box Score,,20094.0,United Center,
Sat Mar 18 2023,8:00p,Golden State Warriors,119,Memphis Grizzlies,133,Box Score,,18396.0,FedEx Forum,
Sat Mar 18 2023,8:00p,Sacramento Kings,132,Washington Wizards,118,Box Score,,18529.0,Capital One Arena,
Sat Mar 18 2023,9:00p,Boston Celtics,117,Utah Jazz,118,Box Score,,18206.0,Vivint Arena,
Sun Mar 19 2023,3:30p,Denver Nuggets,108,Brooklyn Nets,102,Box Score,,18235.0,Barclays Center,
Sun Mar 19 2023,3:30p,Phoenix Suns,120,Oklahoma City Thunder,124,Box Score,,17897.0,Paycom Center,
Sun Mar 19 2023,4:00p,Atlanta Hawks,118,San Antonio Spurs,126,Box Score,,16311.0,AT&T Center,
Sun Mar 19 2023,6:00p,Miami Heat,112,Detroit Pistons,100,Box Score,,20190.0,Little Caesars Arena,
Sun Mar 19 2023,7:00p,New Orleans Pelicans,117,Houston Rockets,107,Box Score,,14209.0,Toyota Center,
Sun Mar 19 2023,8:00p,Toronto Raptors,111,Milwaukee Bucks,118,Box Score,,17341.0,Fiserv Forum,
Sun Mar 19 2023,9:00p,Los Angeles Clippers,117,Portland Trail Blazers,102,Box Score,,18714.0,Moda Center,
Sun Mar 19 2023,9:30p,Orlando Magic,105,Los Angeles Lakers,111,Box Score,,18997.0,Crypto.com Arena,
Mon Mar 20 2023,7:00p,Indiana Pacers,109,Charlotte Hornets,115,Box Score,,12449.0,Spectrum Center,
Mon Mar 20 2023,7:00p,Chicago Bulls,109,Philadelphia 76ers,105,Box Score,2OT,21145.0,Wells Fargo Center,
Mon Mar 20 2023,7:30p,Minnesota Timberwolves,140,New York Knicks,134,Box Score,,19812.0,Madison Square Garden (IV),
Mon Mar 20 2023,8:00p,Golden State Warriors,121,Houston Rockets,108,Box Score,,16116.0,Toyota Center,
Mon Mar 20 2023,8:00p,Dallas Mavericks,108,Memphis Grizzlies,112,Box Score,,17794.0,FedEx Forum,
Mon Mar 20 2023,9:00p,Sacramento Kings,120,Utah Jazz,128,Box Score,,18206.0,Vivint Arena,
Tue Mar 21 2023,7:00p,Washington Wizards,112,Orlando Magic,122,Box Score,,16096.0,Amway Center,
Tue Mar 21 2023,7:30p,Detroit Pistons,107,Atlanta Hawks,129,Box Score,,17129.0,State Farm Arena,
Tue Mar 21 2023,7:30p,Cleveland Cavaliers,115,Brooklyn Nets,109,Box Score,,17732.0,Barclays Center,
Tue Mar 21 2023,8:00p,San Antonio Spurs,84,New Orleans Pelicans,119,Box Score,,15466.0,Smoothie King Center,
Tue Mar 21 2023,10:00p,Boston Celtics,132,Sacramento Kings,109,Box Score,,18111.0,Golden 1 Center,
Tue Mar 21 2023,10:30p,Oklahoma City Thunder,101,Los Angeles Clippers,100,Box Score,,19068.0,Crypto.com Arena,
Wed Mar 22 2023,7:00p,Denver Nuggets,118,Washington Wizards,104,Box Score,,16508.0,Capital One Arena,
Wed Mar 22 2023,7:30p,Golden State Warriors,127,Dallas Mavericks,125,Box Score,,20377.0,American Airlines Center,
Wed Mar 22 2023,7:30p,New York Knicks,120,Miami Heat,127,Box Score,,19863.0,Kaseya Center,
Wed Mar 22 2023,7:30p,Indiana Pacers,118,Toronto Raptors,114,Box Score,,19800.0,Scotiabank Arena,
Wed Mar 22 2023,8:00p,Philadelphia 76ers,116,Chicago Bulls,91,Box Score,,20946.0,United Center,
Wed Mar 22 2023,8:00p,Houston Rockets,125,Memphis Grizzlies,130,Box Score,,17794.0,FedEx Forum,
Wed Mar 22 2023,8:00p,San Antonio Spurs,94,Milwaukee Bucks,130,Box Score,,17756.0,Fiserv Forum,
Wed Mar 22 2023,8:00p,Atlanta Hawks,124,Minnesota Timberwolves,125,Box Score,,17136.0,Target Center,
Wed Mar 22 2023,9:00p,Portland Trail Blazers,127,Utah Jazz,115,Box Score,,,Vivint Arena,
Wed Mar 22 2023,10:00p,Phoenix Suns,111,Los Angeles Lakers,122,Box Score,,18435.0,Crypto.com Arena,
Thu Mar 23 2023,7:00p,New York Knicks,106,Orlando Magic,111,Box Score,,17607.0,Amway Center,
Thu Mar 23 2023,7:30p,Cleveland Cavaliers,116,Brooklyn Nets,114,Box Score,,17732.0,Barclays Center,
Thu Mar 23 2023,8:00p,Charlotte Hornets,96,New Orleans Pelicans,115,Box Score,,15749.0,Smoothie King Center,
Thu Mar 23 2023,10:30p,Oklahoma City Thunder,105,Los Angeles Clippers,127,Box Score,,17307.0,Crypto.com Arena,
Fri Mar 24 2023,7:00p,Indiana Pacers,95,Boston Celtics,120,Box Score,,19156.0,TD Garden,
Fri Mar 24 2023,7:00p,San Antonio Spurs,124,Washington Wizards,136,Box Score,,17004.0,Capital One Arena,
Fri Mar 24 2023,7:30p,Detroit Pistons,97,Toronto Raptors,118,Box Score,,19800.0,Scotiabank Arena,
Fri Mar 24 2023,8:00p,Houston Rockets,114,Memphis Grizzlies,151,Box Score,,17851.0,FedEx Forum,
Fri Mar 24 2023,8:30p,Charlotte Hornets,117,Dallas Mavericks,109,Box Score,,20347.0,American Airlines Center,
Fri Mar 24 2023,9:00p,Milwaukee Bucks,144,Utah Jazz,116,Box Score,,18206.0,Vivint Arena,
Fri Mar 24 2023,10:00p,Philadelphia 76ers,112,Golden State Warriors,120,Box Score,,18064.0,Chase Center,
Fri Mar 24 2023,10:00p,Chicago Bulls,124,Portland Trail Blazers,96,Box Score,,19393.0,Moda Center,
Fri Mar 24 2023,10:00p,Phoenix Suns,127,Sacramento Kings,135,Box Score,,18151.0,Golden 1 Center,
Fri Mar 24 2023,10:30p,Oklahoma City Thunder,111,Los Angeles Lakers,116,Box Score,,18997.0,Crypto.com Arena,
Sat Mar 25 2023,5:00p,Indiana Pacers,130,Atlanta Hawks,143,Box Score,,17699.0,State Farm Arena,
Sat Mar 25 2023,8:00p,Brooklyn Nets,129,Miami Heat,100,Box Score,,19680.0,Kaseya Center,
Sat Mar 25 2023,9:00p,Milwaukee Bucks,106,Denver Nuggets,129,Box Score,,19919.0,Ball Arena,
Sat Mar 25 2023,10:00p,Philadelphia 76ers,105,Phoenix Suns,125,Box Score,,17071.0,Footprint Center,
Sat Mar 25 2023,10:00p,Utah Jazz,113,Sacramento Kings,121,Box Score,,18151.0,Golden 1 Center,
Sat Mar 25 2023,10:30p,New Orleans Pelicans,131,Los Angeles Clippers,110,Box Score,,17702.0,Crypto.com Arena,
Sun Mar 26 2023,1:00p,Dallas Mavericks,104,Charlotte Hornets,110,Box Score,,19264.0,Spectrum Center,
Sun Mar 26 2023,3:30p,Chicago Bulls,118,Los Angeles Lakers,108,Box Score,,18997.0,Crypto.com Arena,
Sun Mar 26 2023,6:00p,Memphis Grizzlies,123,Atlanta Hawks,119,Box Score,,18056.0,State Farm Arena,
Sun Mar 26 2023,6:00p,San Antonio Spurs,93,Boston Celtics,137,Box Score,,19156.0,TD Garden,
Sun Mar 26 2023,6:00p,Houston Rockets,91,Cleveland Cavaliers,108,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Sun Mar 26 2023,6:00p,Brooklyn Nets,106,Orlando Magic,119,Box Score,,17862.0,Amway Center,
Sun Mar 26 2023,6:00p,Washington Wizards,104,Toronto Raptors,114,Box Score,,19800.0,Scotiabank Arena,
Sun Mar 26 2023,7:00p,Oklahoma City Thunder,118,Portland Trail Blazers,112,Box Score,,18626.0,Moda Center,
Sun Mar 26 2023,8:30p,Minnesota Timberwolves,99,Golden State Warriors,96,Box Score,,18064.0,Chase Center,
Mon Mar 27 2023,7:00p,Milwaukee Bucks,126,Detroit Pistons,117,Box Score,,21090.0,Little Caesars Arena,
Mon Mar 27 2023,7:00p,Dallas Mavericks,127,Indiana Pacers,104,Box Score,,17022.0,Gainbridge Fieldhouse,
Mon Mar 27 2023,7:30p,Houston Rockets,115,New York Knicks,137,Box Score,,19812.0,Madison Square Garden (IV),
Mon Mar 27 2023,9:00p,Phoenix Suns,117,Utah Jazz,103,Box Score,,18206.0,Vivint Arena,
Mon Mar 27 2023,9:30p,Philadelphia 76ers,111,Denver Nuggets,116,Box Score,,19781.0,Ball Arena,
Mon Mar 27 2023,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,90,Box Score,,17943.0,Moda Center,
Mon Mar 27 2023,10:00p,Minnesota Timberwolves,119,Sacramento Kings,115,Box Score,,18151.0,Golden 1 Center,
Mon Mar 27 2023,10:30p,Chicago Bulls,112,Los Angeles Clippers,124,Box Score,,19068.0,Crypto.com Arena,
Tue Mar 28 2023,7:00p,Boston Celtics,111,Washington Wizards,130,Box Score,,20476.0,Capital One Arena,
Tue Mar 28 2023,7:30p,Cleveland Cavaliers,118,Atlanta Hawks,120,Box Score,,17748.0,State Farm Arena,
Tue Mar 28 2023,7:30p,Miami Heat,92,Toronto Raptors,106,Box Score,,19800.0,Scotiabank Arena,
Tue Mar 28 2023,8:00p,Orlando Magic,108,Memphis Grizzlies,113,Box Score,,16507.0,FedEx Forum,
Tue Mar 28 2023,8:00p,Charlotte Hornets,137,Oklahoma City Thunder,134,Box Score,,15428.0,Paycom Center,
Tue Mar 28 2023,10:00p,New Orleans Pelicans,109,Golden State Warriors,120,Box Score,,18064.0,Chase Center,
Wed Mar 29 2023,7:00p,Milwaukee Bucks,149,Indiana Pacers,136,Box Score,,16524.0,Gainbridge Fieldhouse,
Wed Mar 29 2023,7:30p,Houston Rockets,114,Brooklyn Nets,123,Box Score,,17074.0,Barclays Center,
Wed Mar 29 2023,7:30p,Miami Heat,92,New York Knicks,101,Box Score,,19812.0,Madison Square Garden (IV),
Wed Mar 29 2023,7:30p,Dallas Mavericks,108,Philadelphia 76ers,116,Box Score,,20583.0,Wells Fargo Center,
Wed Mar 29 2023,8:00p,Los Angeles Lakers,121,Chicago Bulls,110,Box Score,,21739.0,United Center,
Wed Mar 29 2023,8:00p,Los Angeles Clippers,141,Memphis Grizzlies,132,Box Score,,16775.0,FedEx Forum,
Wed Mar 29 2023,8:00p,Detroit Pistons,106,Oklahoma City Thunder,107,Box Score,,15047.0,Paycom Center,
